identifier,smiles,bus
MOWQEV,NCCN,[2]
MOWQIZ,C1CN2CCN1CC2,"[2, 4]"
MUFQAI,c1ncn(CCCn2cncn2)n1,[6]
MUFWAM,CCN(CC)CC,[1]
MUGCUP,c1cc(-c2nnn(CCCn3nnc(-c4ccncc4)n3)n2)ccn1,[1]
MUHPOV,C1CN2CCN1CC2,"[0, 4]"
MUKKAF,c1c[nH]cn1,[]
MUKKIN,c1c[nH]cn1,[]
MULJEI,NCCCCCCN,[0]
MUPGIO,c1ccc(Nc2ccccn2)nc1,[]
MUPKUF,N=C(N)N,[7]
MUQJIS,Nc1ccccc1,[0]
MUQNIV,c1ccc(Cn2ccnc2N=Nc2ccccc2)cc1,[]
MUQSUO,Cn1ccnc1,[2]
MUQTAT,C1CNCCN1,[1]
MUQTAV,Cn1ccnc1,[2]
MUQTEX,C1CNCCN1,[1]
MUQTIC,C1N2CN3CN1CN(C2)C3,[]
MURKIU,Nc1nc(N)nc(N)n1,[17]
MUSSAU,NCCN(CCN)CCN,[1]
MUSSIE,NCCN(CCN)CCN,[0]
MUSYAB,c1cc(-c2ccncc2)ccn1,[6]
MUVMOG,CN(C)CCN(C)C,"[0, 1]"
MUVNAT,NCCN,[1]
MUVNEX,NCCNCCN,[1]
MUWZIO,CN(C)C,[1]
MUZBUE,C1CNCCN1,[]
NABLEJ,CNC,[]
NABNEL,C1CNCCN1,[1]
NABSAL,C1CNCCNC1,[1]
NABSEP,C1CNCCNC1,[1]
NACBAV,c1ccc(CNCCN(CCNCc2ccccc2)CCNCc2ccccc2)cc1,[]
NACDUR,NCCN,[3]
NACFON,NC1CCCCC1,[]
NADCOM,CN1CCN(C)CC1,[1]
NAFRUI,NCCN(CCN)CCN,[1]
NAHJIS,CNC,[1]
NAHJOY,CNC,[0]
NAJDEI,NC1CCCCC1,[1]
NAJFIP,CN,[1]
NAJRAT,CCNCC,"[4, 8]"
NAKPOG,NCCN,[1]
NAKXUU,CN(C)c1ccncc1,[4]
NAPQUS,c1cc(CCCc2ccncc2)ccn1,[1]
NARGUK,CNC,[2]
NARHAR,CNC,[2]
NARHEV,CNC,[2]
NARJOF,N=C(N)N,[]
NATCIX,CCN(CC)CC,[4]
NATDEU,NCCN(CCN)CCN,[]
NATDIY,NCc1ccccn1,[]
NATDOE,Nc1cccnc1,[]
NATGIZ,C1CNCCN1,[2]
NATMUQ,CCN,[1]
NATNAX,NCCCCCCN,[1]
NATNOL,c1cc(-c2ccncc2)ccn1,[1]
NATSAC,NCCNCCNCCN,"[12, 1]"
NAVCAO,C1CN2CCN1CC2,[1]
NAVCAP,CCCN,[]
NAVDUK,NCCNCCN,[1]
NAVFAS,NC1CCC(N)CC1,[1]
NAVFEW,C(CC1CCNCC1)CC1CCNCC1,[1]
NAVFIA,C(CC1CCNCC1)CC1CCNCC1,[1]
NAVFUM,C1CNCCN1,"[0, 4]"
NAVWAL,CC(C)NC(C)C,[4]
NAYFAU,NCCN,[1]
NAYPEJ,Nc1ccccc1,[1]
NAYPIM,c1ccncc1,[1]
NECPEQ,CCN(CC)CC,[1]
NECTUN,CCNCC,[5]
NECYUR,NCCN,[0]
NECZAY,CC(N)CN,[0]
NEDJEN,CNC,[3]
NEDJIR,CNC,[3]
NEDLUF,N=C(N)N,[1]
NEDMEP,CN(C)CCN(C)C,[0]
NEGVIH,c1cncc(-c2cc(-c3cccnc3)nc(-c3cccnc3)c2)c1,[6]
NEGVON,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[6]
NEHWUS,CCCCN,[1]
NELLOF,c1cc(-c2ccncc2)ccn1,[]
NELXEI,NCCCN,[1]
NENFAN,CN(C)c1ccncc1,[1]
NENNEB,c1c[nH]cn1,[]
NEPFOF,c1cc(CCCc2ccncc2)ccn1,[1]
NERYOY,NCCCN,[1]
NESCAP,NCCCN,[1]
NETWIU,CNC,[2]
NEXGAA,CCNCC,[5]
NEXGEE,CCNCC,[5]
NEXGII,CCNCC,[5]
NEXGOO,CCNCC,[5]
NEYDAX,NCCCN,"[12, 1]"
NEZBOK,C1CNCCN1,"[0, 4]"
NICCAE,NCCNCCN,[1]
NICJUF,NCCN(CCN)CCN,[6]
NIKRIK,Cc1cccc(N)n1,[4]
NINPIL,CNC,[]
NINPOR,CNC,[]
NINPUX,CC(C)N,[]
NIPMII,CC1CC(C)(C)NCCNC(C)CC(C)(C)NCCN1,[]
NIQLEE,NCCN(CCN)CCN,[1]
NIRDAT,NCCN,[1]
NIRKAB,CCCCN,[1]
NITBUQ,NCCN,[1]
NITCUR,c1cc(-c2ccncc2)ccn1,[1]
NITDEC,c1cc(-c2ccncc2)ccn1,[1]
NITGED,NCCN,[1]
NITGIH,NCCN,[1]
NIVRAL,C1CN2CCN1CC2,[1]
NIWWEV,NCCN,[6]
NIXSUK,CC(N)CN,[]
NIXTUL,Cc1cccc(C)c1N,[1]
NIYWAV,CC(N)CN,[0]
NIZTAT,c1cc(-c2ccncc2)ccn1,[5]
NOBVIM,C1CNCCN1,[0]
NOBVOS,C1CNCCN1,"[0, 1]"
NOGDOF,NCc1cccc(CN)c1,[]
NOKJON,c1cc(-c2ccncc2)ccn1,[1]
NOLDEA,Cc1ncc[nH]1,[]
NOMDOJ,c1cc(CCc2ccncc2)ccn1,[1]
NONYUK,c1ccncc1,[]
NOPDUS,CCN,[2]
NOQLOV,NCCN,[4]
NORCEF,NCC1CCCC(CN)C1,[1]
NOVKIV,c1ccc2[nH]nnc2c1,[]
NUBTOT,C1=C2N=C(C=C3N=C(C=C4N=C(C=C5N=C1C1=C5CCCC1)C1=C4CCCC1)C1=C3CCCC1)C1=C2CCCC1,[]
NUDNUW,CNC,[7]
NUDPAE,CNC,[7]
NUFFAY,CNC,[1]
NUJXAU,Cc1cnc[nH]1,[]
NUKHUW,NCCCCN,[1]
NUNFAF,NCCCN,"[14, 12]"
NUNLUE,Cc1nc2ccccc2[nH]1,[]
NUNTIA,NCCN,[1]
NUNTOH,NCCCNCCN,[1]
NUNWAW,NCCN,[1]
NUNWID,C(CC1CCNCC1)CC1CCNCC1,[]
NUNWIE,NCCN,"[1, 1]"
NUQWAZ,CN,[7]
NUQWEB,CCCNCCC,[]
NURFOX,CN,[7]
NURFUD,CN,[7]
NURGAK,CN,[7]
NURGEO,CN,[7]
NURGIS,CN,[7]
NURGUE,CN,[7]
NURHAL,CN,[7]
NURHEP,CN,[7]
NURHIT,CN,[7]
NURJAN,CN,[7]
NUSGEO,c1ccc(-c2ccccn2)nc1,[]
NUSGIS,c1cc(-c2ccncc2)ccn1,[]
NUSGUE,c1cc(-c2ccncc2)ccn1,[12]
NUTBEL,NCCN(CCN)CCN,[1]
NUVLEW,CNC,"[1, 8]"
NUVQUR,c1ccncc1,[1]
NUWBOX,NCCN,[1]
NUWBUD,c1cn(CCCCn2ccnc2)cn1,[1]
NUXCOY01,NCCN,[1]
NUXWAF,C1CNCCCNC1,[1]
OBEGUX,C1CNCCN1,[1]
OBERAO,NCCCN,[1]
OBIBUX,NCCN,[0]
OBIGUC,NCCN,[0]
OBIYUV,N=C(N)N,[]
OBOQED,Nc1ccncc1,[4]
OBOZAH,NC1CCCCC1N,[0]
OBUBET,c1cnc2c(c1)ccc1cccnc12,[10]
OBUMAZ,NCCCN,[0]
OCABOK,C1CNCCN1,[]
OCUQIO,C1CNC1,[7]
OCUVUG,CCCCN,[]
ODEKAL,NCCN,[1]
ODICOV,Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C,[]
ODICUB,Cc1n[nH]c(C)c1-c1c(C)n[nH]c1C,[5]
ODIJIW,CN1CCNCC1,[1]
ODIJOC,CN1CCNCC1,[1]
ODOTAF,Nc1nccnn1,[10]
OFEZEF,NCCN(CCN)CCN,[1]
OFEZIJ,NCCN(CCN)CCN,[1]
OFIDAJ,c1ccncc1,[4]
OFITAY,NCCCN,[6]
OFITEC,NCCCN,[6]
OFIVEE,NCCCN,[1]
OFIVII,CC(N)CN,[1]
OFIWIK,NC1CCCCC1,[0]
OFIWOQ,NC1CCCC1,[0]
OFOFUN,CNC,[]
OFUJEF,c1ccncc1,"[14, 12]"
OGAHUC,CCNCC,[1]
OGAJAK,CC(C)N,[1]
OGAJIS,C1CCNCC1,[1]
OGIBOV,C1CNCCN1,[1]
OGULUZ,C1CN2CCN1CC2,[6]
OGUVEU01,CNC,[7]
OGUXOF,NCCN(CCN)CCN,[]
OHEGAJ,NCCCNCCCN,"[6, 4]"
OHEGEN,NCCCNCCCN,[6]
OHISUU,NCCN,[1]
OHOJOM,Cc1ccc2ccc3ccc(C)nc3c2n1,[4]
OHUHOO,NCCN,"[11, 1]"
OHUNUA,CC(N)CN,[1]
OHUSER,c1nnc[nH]1,[1]
OJEVII,C1CNCCN1,[]
OJIXUC,N=C(N)N,[4]
OJOQUZ,C1CNCCN1,[1]
OJUSAN,C1CNCCN1,[3]
OKECIQ,NCCN(CCN)CCN,[1]
OLATIE,CNC,[1]
OLELUM,NCCN,[0]
OLEMAT,NCCN,[0]
OLIJOI,NCCN,[]
OMUDAD,CN(C)c1ccncc1,[1]
ONALEV,CNC,[1]
ONAYAF,Nc1nc(N)nc(N)n1,[2]
OPAGUI,Cc1cccc(-c2cccc(-c3cccc(C)n3)n2)n1,[10]
OPAMOI,C1CNCCN1,[1]
OPAMUO,C1CCNC1,[]
OPARON,c1c[nH]cn1,[1]
OPEGIA,NC1CCCCC1N,[0]
OPEGOG,NCCCN,"[0, 1]"
OPOFAB,NCCNCCN,[6]
OQOFOR,C1CNCCN1,[1]
ORERAG,NCCCN,[1]
ORIPUB,NC1CN2CCC1CC2,[]
ORIQAI,NC1CN2CCC1CC2,[]
OROLUD,CCN(CC)CCCN,[0]
OROMAK,CN(C)CCCN,[0]
OROWAV,C1CN2CCC1CC2,[]
OTAXOX,CNC,[7]
OVAGAU,NCCN,[14]
OVATAH,NCCN,[2]
OVEJIJ,NCCN,[1]
OVETEQ,NCCN,[11]
OVITAP,c1cc(-c2ccncc2)ccn1,[2]
OVITET,c1cc(-c2ccncc2)ccn1,[2]
OVITIX,c1cc(-c2ccncc2)ccn1,[2]
OVITOD,c1cc(-c2ccncc2)ccn1,[2]
OVITUJ,c1cc(-c2ccncc2)ccn1,[2]
OVUVUX,CCCCN,[]
OVUWAE,CCCCN,[]
OVUWEI,C1CCNC1,[]
OWUFIX,C1CCC(N2CCNCC2)CC1,[]
OXAYIW,c1cc(-c2ccncc2)ccn1,[]
OXIDUW,CCN,[7]
OXIGOT,CCN,[7]
OYEKEK,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[5]
OYEKIO,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[5]
OYENUC,NCCNCCN,[1]
OYUCUH,C1CN2CCN1CC2,[1]
OYUDAO,C1CN2CCN1CC2,[1]
OYUDES,C1CN2CCN1CC2,[1]
OZANOU,NCCN,[5]
OZIGAH,NCCCc1ccccc1,[]
PABROC,CCCCNCCCC,[]
PACZOK,NCCCCCCN,[1]
PADJEK,CN,[7]
PADJOU,CCN,[7]
PADKIP,C1CNC1,[7]
PADVOH,NCCN,[6]
PADVUN,NCCN,[6]
PADWAU,NCCNCCN,[6]
PADWEY,NCCN,[6]
PAGFIN,C1CNCCN1,[0]
PAGFUZ,C1CNCCN1,[0]
PAHHIS,NC12CC3CC(CC(C3)C1)C2,[5]
PAJHIS,C1CN2CCN1CC2,[]
PAKFEO,Cc1cccnc1,[17]
PALTUU,CNC,[]
PALVAC,CC(C)(C)N,[]
PALVEG,CNC,[]
PAMPEZ,CC1CNC(C)CN1,[]
PAMRAY,Cc1nccn1-c1ccc(-n2ccnc2C)cc1,[4]
PAMREC,Cc1cc(-n2ccnc2)c(C)cc1-n1ccnc1,[4]
PAMRIG,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1,[4]
PAMROM,c1cc(-n2ccnc2)cc(-n2ccnc2)c1,[4]
PAPHOE,CNC,[5]
PAQPIG,NCCN,[1]
PAQRAC,NCCN,[8]
PARHIC,Cc1cccc(C)c1N,[1]
PARNUS,NCCN(CCN)CCN,[1]
PAWCIA,NCCNCCNCCN,[0]
PAWFEZ,Nc1ccccc1,[1]
PAXXES,NCCN,"[14, 12]"
PEBCAA,C1CN2CCN1CC2,[1]
PEBYEA,CNC,[1]
PECBAC,NCCN,[2]
PECBEG,NCCN,[2]
PECGIO,CCN,[27]
PEDBAC,C1CNCCN1,[1]
PEDBEG,CC(N)CN,[1]
PEDQIA,Cc1ccncc1,[17]
PEFJUF,CCN(CC)CC,[1]
PEGLAP,NCCN,[1]
PEGSUS,CCCCCCN,[]
PEGTAZ,Cc1cccc(C)n1,[]
PEGTED,Cc1cc(C(C)(C)C)nc(C(C)(C)C)c1,[]
PEGTIH,CN1CCCCC1,[]
PEGTUT,CN(C)c1ccccc1,[]
PEHNUO,C1CNC(CN2CCCC2)C1,[1]
PEHSED,c1c[nH]cn1,[4]
PEJFAM,NCCCN,"[4, 1]"
PEJFEQ,NCCN,"[4, 1]"
PEJFIU,NCCCN,"[4, 1]"
PEJFOA,NCCNCCN,"[4, 1]"
PEJFUG,NCCNCCN,"[4, 1]"
PEKGES,NCCN1CCNCC1,[]
PELWAF,NCCCN,[3]
PENMIG,NCCN(CCN)CCN,"[14, 12]"
PENZIS,c1cc(CCCc2ccncc2)ccn1,[0]
PEPBOC,NCCNCCN,[]
PEQFIB,Nc1ccc(N)cc1,[1]
PEQFOH,Nc1cccc(N)c1,[1]
PEQFUN,Nc1ccccc1N,[1]
PEQTOV,c1c[nH]cn1,[4]
PEQTUB,CCN(CC)CC,[4]
PEQZER,NCCN,[1]
PERHOK,NCc1ccccn1,[1]
PESSAK,CNC,[7]
PESTAL,CNC,[7]
PESTIS,CCNCC,[8]
PETFEA,C1CNCCNC1,[1]
PETNOS,C1CNCCN1,[0]
PEVGOO,CCNCC,[1]
PEVGUU,CCNCC,[1]
PEVQIQ,C1CN2CCN1CC2,[1]
PEXBAY,CC(C)NC(C)C,[4]
PEXLEM,c1cnc2c(c1)ccc1cccnc12,[10]
PEXLIQ,c1cnc2c(c1)ccc1cccnc12,[10]
PEZLAI,NCCCN,[2]
PEZLEM,C1CN2CCN1CC2,[2]
PEZLIQ,C1CNCCN1,[2]
PEZNUG,CCN,[7]
PEZPAO,CNC,[7]
PHOLRE,c1cnc2c(c1)ccc1cccnc12,[]
PIBNIY,C1CN2CCN1CC2,[]
PIBNOE,C1CN2CCN1CC2,[]
PIBYOP,NCCN,[1]
PIBYUV,NCCN,[1]
PIBZAC,NCCN,[1]
PIFPOK,NCCN,[2]
PIGVEH,CN(C)CCN(C)C,[1]
PIGXAF,CNC,[4]
PIHDUG,NCCN(CCN)CCN,[]
PILDUK,NCc1ccccc1,[2]
PILMOO,N=c1[nH]cc[nH]1,[4]
PILMUU,N=C(N)N,[4]
PILWEN,NCCCN,[]
PIPFUR,NCCCN,[]
PIPHWO,C1CCNCC1,[]
PIPYOF,CNC,[]
PITQOZ,CNC,[1]
PIXPOE,CN,[7]
POBJIB,NCCNCCN,[0]
POBNEB,N=CN,[7]
PODCUH,C1CNCCN1,[2]
POFMUU,Cc1ccc2ccc3ccc(C)nc3c2n1,[]
POFYUF,C1CNCCN1,[]
POHCEU,CCN(CC)CC,[]
POHPUA,CC(C)NC(C)C,[4]
POJSEP,CNC,[11]
POJVIU,CC1CNCCN1,[6]
POLBAT,CNC,[1]
POLBEX,NCCCCCCN,[1]
POLBIB,NCCCN,[1]
POLBOH,NCCN,[1]
POLBUN,NCCCN,[1]
POMLAG,CCCN(CCC)CCC,[4]
PONPOX,NCCCCN,[1]
POQKAI,NCCN,[0]
POQQES,C1CNCCN1,"[12, 1]"
PORGAE,c1ccncc1,[1]
POTYUT,Nc1ccc(N)cc1,[]
POTZAA,NCc1cccc(CN)c1,[]
POVBEJ,c1cc(CCCc2ccncc2)ccn1,[]
POVMOC,NCCCCN,"[1, 1]"
POVMOF,N=C(N)N,[]
POVNUM,N=C(N)N,[2]
POVPAU,Nc1ccncc1,[2]
POVQAU,C(=Cc1ccncc1)c1ccncc1,[]
POWVED,C1CN2CCN1CC2,[4]
POXHAM,C1CNCCN1,[]
POXJOC,CNC,[]
PUBDAR,c1c[nH]cn1,[]
PUBDEV,c1cn[nH]c1,[]
PUCFOJ,C(CC1CCNCC1)CC1CCNCC1,[0]
PUCYIY,CNC,[2]
PUFPOY,c1cc2ccc1CNCCN1CCNCc3ccc(cc3)CNCCN(CCNC2)CCNCc2ccc(cc2)CNCC1,[]
PUHSIV,C(=Cc1ccncc1)c1ccncc1,[]
PUKNIV,Cc1ncc[nH]1,[1]
PULHOT,C1CN2CCN1CC2,[1]
PUMREU,C1CNCCN1,[]
PUPCEJ,CC1CNCCN1,[2]
PUPJIU,c1cc(-c2ccncc2)ccn1,[1]
PUPJOA,c1cc(-c2ccncc2)ccn1,[1]
PUPJUG,c1cc(-c2ccncc2)ccn1,[1]
PUPYAA,CN,[1]
PURBEK,CC(CN)CCCN,"[14, 12]"
PURBIO,NCCCCCN,"[14, 12]"
PURBOU,NCCCCCN,"[14, 12]"
PURBUA,NCCCNCCN,"[14, 12]"
PUVDEP,NCCN,[1]
PUVWEL,NCCNCCN,[]
PUWZUD,Nc1ccncc1,[4]
PUXBAM,Nc1ccncc1,[4]
PUXGOE,C1CCNC1,[5]
PUXHIZ,Cc1ccc(N)cc1,[1]
PUZDIY,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10]
PUZDOE,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10]
PUZDUK,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10]
PUZFIA,C1=Cc2nc1c(-c1ccncc1)c1ccc([nH]1)c(-c1ccncc1)c1nc(c(-c3ccncc3)c3ccc([nH]3)c2-c2ccncc2)C=C1,[10]
PYMCAM,c1ccncc1,[]
PYMOCM,c1ccncc1,[]
PYPOAM10,c1ccncc1,[]
PYPOMO10,c1ccncc1,[]
QACNEO,NCCN,[]
QACQOB,NCCN,[1]
QACRES,CN(C)CCN(C)C,[1]
QADJEL,NCCN,"[4, 1]"
QADJIP,NCCN,"[4, 1]"
QADSUJ,CCCN,[1]
QADVUN,CCCN,[1]
QADWAU,NCCCNCCCN,[1]
QADWEY,NCCCNCCCN,[1]
QAGFOT,C1CN2CCN1CC2,[]
QAHJIT,NCCCNCCNCCCN,[]
QAHPEX,NCCCCN,[7]
QAHQEW,Cc1ccc(CN)cc1,[1]
QAJJOB,C1CN2CCN1CC2,[1]
QAJJUH,CN1CCNCC1,[1]
QAJKAO,C1CNCCN1,[0]
QAJKIV,NCCCN,[1]
QAKMIZ,NC1CCC(N)CC1,[]
QAKYEH,NCCCCCCN,[0]
QAMDIT,NCCN,[0]
QANJOE,c1ccncc1,[1]
QANWOU,N=C(N)N,[1]
QAPKAV,CNC,"[13, 3]"
QAQBES,c1cn[nH]c1,[6]
QAQHOG,c1ccncc1,[1]
QATHUO,c1ccc(CNCc2ccccc2)cc1,[1]
QATNII,NCCN,[1]
QATNOO,NCCN,[1]
QATPOR,c1ccncc1,[1]
QAVPIO,CC(CN)CCCN,[1]
QAVPOU,CC(CN)CCCN,[1]
QAWPAF,NCCCCCCN,[]
QAXPAG,NCCCN,[1]
QAXPEK,NCCN,[]
QAXPIO,C1CNCCN1,[]
QAXPIR,N=C(N)N,[1]
QAXPOX,N=C(N)N,[1]
QAXPUA,C1CN2CCN1CC2,[1]
QAXQAH,NCCCN,[1]
QAXQEL,C1CN2CCN1CC2,[1]
QAXQIP,CC(N)CN,[1]
QAXQUB,NCCN,[1]
QAXRAI,N=C(N)N,[1]
QAXREM,NC1CCC(N)CC1,[1]
QAXRIQ,NC1CCC(N)CC1,[1]
QAXROW,CC(C)(CN)CN,[1]
QAXRUC,NCCCN,[1]
QAXSAJ,NCCN,[1]
QAXSEN,NCCCN,[1]
QAYLEH,CC(C)NCCNC(C)C,[1]
QEBREU,C1CNCCN1,[1]
QECMUG,C1CNCCN1,[1]
QECPAP,C1CNCCN1,[1]
QECPET,C1CNCCN1,[1]
QECPIX,CN(C)CCN(C)C,[1]
QEDCOU,c1cn(CCCCn2ccnc2)cn1,[6]
QEGPAU,CNC,[20]
QEGPEY,CN(C)C,[20]
QEKFEU,CN(C)c1ccncc1,[1]
QEKKAS,NCCCCCCCCCN,[1]
QEKKEW,NCCCCCCCCCCN,[1]
QEKKIA,NCCCCCCCCCCCN,[1]
QEKKOG,NCCCCCCCCCCCCN,[1]
QEMNEC,C1CCNCC1,[1]
QENCAO,NCCNCCN,[1]
QEQTIP,CN(C)CCN,[1]
QEQZIV,CN(C)CCCN,[1]
QERCEV,NCCN,[1]
QERQEK,NCCCN,[]
QERQIO,c1cc(-c2ccncc2)ccn1,[]
QERRIP,N=C(N)N,[10]
QESKEF,c1cc(CCc2ccncc2)ccn1,[]
QESLIK,NCCN,"[4, 1]"
QESLOQ,NCCCN,"[4, 1]"
QESNEK,c1ccncc1,[4]
QESPEM,c1ccncc1,[4]
QESPOW,c1ccncc1,[4]
QESRAI,NCCNCCNCCNCCN,[1]
QESREM,CN(C)c1ccncc1,[1]
QESROW,C1CNCCN1,[1]
QETZOE,CNC,[]
QEVDON,c1c[nH]cn1,[1]
QEVDUT,c1ccc2[nH]cnc2c1,[1]
QEYHOS,NCCN,[]
QEZYUR,C1CNCCN1,[2]
QEZZAY,C1CNCCN1,[2]
QEZZEC,C1CNCCN1,[2]
QICTIG,NCCN,"[2, 26]"
QIFCAJ,NCCN,[1]
QIFPAY,CN(C)CCN(C)C,[]
QIGCUE,N=C(N)N,[4]
QIGDAL,C1CNCCN1,[4]
QIGDEP,C1CN2CCN1CC2,[4]
QIGDIT,C1CNCCN1,[4]
QILBOF,CN(C)C(N)=NC(=N)N,[]
QISXEW,CN1CCCC1c1cccnc1,[1]
QIWCAB,C1CNCCN1,[0]
QIWZOM,CCCCNC,"[13, 3]"
QIXPAO,c1cc2cc(c1)CNCCN1CCNCc3cccc(c3)CNCCN(CCNC2)CCNCc2cccc(c2)CNCC1,[]
QIXZOO,C1N2CN3CN1CN(C2)C3,[]
QOBHOF,NCCN,"[14, 12]"
QOBPEE,c1c[nH]cn1,[1]
QOBPII,CN,[1]
QOBTIL,c1cc(-c2ccncc2)ccn1,[1]
QOBVOT,NCCCCN,"[4, 1]"
QOBWEJ,NCCCN,"[1, 1]"
QOBWIN,NCCCN,[1]
QOBZAI,C1N2CN3CN1CN(C2)C3,[1]
QOCBUH,c1ccncc1,[1]
QOFKOL,C1CNCCN1,[1]
QOFKUR,CC1CNCCN1,[1]
QOFNEG,Cn1ccnc1,[6]
QOFNUW,c1ccncc1,[13]
QOFPAE,Cn1ccnc1,[1]
QOFYIT,CCCN,"[1, 8]"
QOGTEM,c1c[nH]cn1,[]
QOGZET,c1c[nH]cn1,[0]
QOGZIX,NCCN,[0]
QOJKAB,N=C(N)N,[15]
QOLHUV,C(=Nn1cnnc1)c1ccncc1,[10]
QOLVET,CCNCC,[1]
QONBUS,N=C(Nc1ccccc1)Nc1ccccc1,[1]
QONDUV,NCCN,[]
QONFAD,NCCN,[]
QOPDAA,NC1CCCCC1N,[1]
QOPDEE,NC1CCCCC1N,[1]
QORBUV,Nc1ccncc1,[11]
QOTMAO,c1cncc(-c2nc3ccccc3[nH]2)c1,[]
QOVZUZ,C1CNCCN1,[10]
QOWWIJ,CC(N)C=N,[1]
QOXCEN,CC1CNCCN1,[3]
QOXCIR,CC1CNCCN1,[3]
QOXCOX,CC1CNCCN1,[3]
QOXCUD,CC1CNCCN1,[3]
QOXDAK,CC1CNCCN1,[3]
QOZBAJ,CN(C)C,[]
QOZFIU,NCCCCCCN,[1]
QOZQAZ,CNC,[]
QOZQED,CNC,[]
QUFGED,NCCNCCN,[1]
QUFGIH,NCCNCCN,[1]
QUFKOS,N=C(N)N,"[4, 8]"
QUJCUT,NCCN,[0]
QUJFUZ,CNC,"[13, 3]"
QUJGAG,CNC,"[13, 3]"
QUJGEK,CNC,"[13, 3]"
QUJGIO,CNC,"[13, 3]"
QULMIV,c1c[nH]cn1,[]
QUMNET,C(CC1CCNCC1)CC1CCNCC1,[0]
QUPCOW,c1cc(CCCc2ccncc2)ccn1,[1]
QUPCUC,c1cc(CCCc2ccncc2)ccn1,[1]
QURBOW,Nc1cccc(N)n1,[4]
QURCAH,C1CNCCN1,[1]
QUTFIW,CN(C)c1ccncc1,[4]
QUTSII,Cn1ccnc1,[11]
QUXPAB,NCCN,[2]
RABNUD,c1c[nH]cn1,[1]
RABQEQ,NC1CCCC1,[1]
RABQIU,NC1CCCC1,[1]
RACMIS,NCCN,[3]
RACWUN,NCCN,"[12, 1]"
RAFMUH,NCCNCCN,"[12, 1]"
RAGDIN,c1cc(-c2ccncc2)ccn1,[13]
RAGDUZ,C1CNCCN1,[13]
RAHBEI,CC1CNCCN1,[2]
RAHSUR,c1cc(-c2ccncc2)ccn1,[5]
RAHTAY,NCCN,[1]
RAHTEC,c1c[nH]c(-c2ncc[nH]2)n1,[1]
RANMOK,N=C(N)N,[4]
RANMUQ,N=C(N)N,[4]
RANNAX,N=C(N)N,[4]
RANNEB,N=C(N)N,[4]
RANTOS,CNC,[7]
RANZUB,NCCN,[4]
RAPBOZ,C1CNCCN1,"[4, 1]"
RAPMOK,N=C(N)N,[1]
RAPMUQ,c1ccncc1,[1]
RAQNED,NCCN1CCNCC1,[1]
RAQVAG,NCCN,[1]
RATPEJ,c1cc(-c2ccncc2)ccn1,[1]
RATPIN,c1c[nH]cn1,[1]
RATPOT,C1CN2CCN1CC2,[1]
RAWJUU,Cc1ccc2ccccc2n1,[]
RAYZIA,C1CNCCN1,[1]
RAZNIP,CC(C)(C)N,[]
RAZNOV,CC(C)(C)N,[]
REBRAR,c1ccncc1,[1]
REBRIA,NCCN(CCN)CCN,[1]
REBROG,NCCN(CCN)CCN,[1]
REBRUM,NCCN(CCN)CCN,[1]
REBSAT,NCCN(CCN)CCN,[1]
REBSIB,NCCN(CCN)CCN,[1]
REBSOG,C1CN2CCC1CC2,[]
REBSUM,NCCCCN,[1]
REFFOX,c1cc(-c2ccncc2)ccn1,[]
REGJUI,NCCN,[1]
REHQUQ,NCCCCN,[1]
REJFEU,NCCN,[1]
REKCUG,CN(C)CCCN,[0]
REKGUL,CNC,[2]
REKKOJ,CN1CCN(C)CC1,[3]
REKKUP,CC1CNC(C)CN1,[3]
REKLAW,CC1CNCCN1,[3]
REKLEA,CC1CNCCN1,[3]
REKLIE,CC1CNCCN1,[3]
RELJAT,c1ccncc1,[8]
REMXOX,Cc1ccc(N)cc1C,[1]
REMYUG,CNC,[7]
REMZAN,CNC,[7]
REYJOX,C(CC1CCNCC1)CC1CCNCC1,[]
REZGEJ,c1ccncc1,[5]
REZJIR,c1c[nH]cn1,[7]
REZLAL,c1cn(CCCCn2ccnc2)cn1,[1]
REZLIS,Nc1ccccn1,[]
REZVEZ,NCCCCCCN,[]
REZVID,NCCCCCCN,[]
RICNEZ,C1CNCCN1,[]
RIGQOO,N=C(N)N,[]
RIGQUT,c1ccncc1,[]
RIHTIL,NCCN,[1]
RINSEM,N=C(N)N,[0]
RISVEV,Nc1ccncc1,[4]
