identifier,comment,SDES_CompositionFormula,SDES_Dimension,SDES_FormalCharge,SDES_LatticeVolume
CIHKAI,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na12 Zr12 Sb8 H12 W100 C8 O392,1.0,-28.0,12673.590924237162
CIMWAX,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al1 Co1 P4 O16,1.0,-4.0,580.2749399748058
CIRVIK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K36 Sm24 Fe24 Ge24 W240 O1000,1.0,-108.0,28465.10710595074
CODGAE,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al17 Co1 P18 O72,3.0,-6.0,2512.3315625953187
COFGOT10,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na3 V10 H40 C12 N8 O34,2.0,1.0,1038.8093044036468
COLMAU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al20 P20 O80,3.0,0.0,2128.4047331584
COLZOU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Mn2 Mo10 P4 H24 C12 N8 O58,3.0,-4.0,2279.134573098928
COPKIE,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na8 Mo52 W112 C16 Se20 N16 O332,1.0,16.0,11204.904637722004
COPLEB,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na2 Mo15 W51 Se10 O244,1.0,-16.0,7628.64597733967
CUGGOC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na186 Fe96 P48 W396 O1674,3.0,150.0,58479.16502763221
DEPSEW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ga16 P16 O64,3.0,0.0,2045.6706543109754
DEPTOH,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ga16 P16 O64,3.0,0.0,2048.06496282
DIZBAR,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al7 Ge9 O32,3.0,-6.0,1005.3089384355362
DIZJED,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ge16 O32,3.0,0.0,1005.5536858697122
ECEGAU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ti4 P16 C8 N8 O44,3.0,0.0,672.6109410110001
EFIMOV,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Be12 P12 H12 O54,3.0,-6.0,1400.1941206586453
EFIRER,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K16 Fe4 Si4 W40 O178,3.0,-10.0,4940.189881291882
EKELAJ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na8 Eu4 As6 H12 W42 C4 N2 O180,1.0,-6.0,6008.97710933418
EKELEN,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Gd4 As6 H12 W42 C4 N2 O172,1.0,-8.0,6075.62705857053
EKELIR,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Tb4 As6 H12 W42 C4 N2 O172,1.0,-8.0,6083.4364260614975
EKELOX,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Dy4 As6 W42 O172,1.0,-10.0,6084.789974036242
EKELUD,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Ho4 As6 W42 O172,1.0,-10.0,6076.871502183203
EKEMAK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Y4 As6 H16 W42 C4 N2 O170,1.0,-8.0,6078.0142095507435
EKIDEH,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Rb4 Ga24 P24 O104 F16,3.0,-12.0,3158.5178258769724
EKIDIL,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Cs4 Ga24 P24 O104 F16,3.0,-12.0,3182.5762605134805
EMORAZ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",U5 Mo8 C12 N4 O42,2.0,-1.0,1659.0826170055145
EWAYUW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Cr2 Ga2 P4 H4 O12 F12,1.0,-8.0,772.7362958310182
EXEPEC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na12 V24 B36 C8 N8 O138,3.0,-14.0,3241.9517068121986
EYUXIF,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",V8 P16 C16 N12 O64,3.0,0.0,1283.664364646634
FARXII,"sdes failed, check manually",,,,
FEGHAD,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K2 V10 H20 C6 N4 O32,3.0,0.0,823.4987109512023
FEXHUM,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ga20 Ni4 P28 O128,2.0,-14.0,3643.327305432351
FIZLEF,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K8 Nb4 C32 O72,2.0,-8.0,2186.84191612303
FOBYED,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na12 Mo24 P16 H32 C12 N6 O142,3.0,-12.0,3822.510618730497
FOJJEW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na2 Fe4 Sb2 H6 W20 C4 O82,1.0,2.0,3339.267408108917
FOPQOT,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Dy8 W76 Se12 O330,1.0,-8.0,10840.375707642877
FUNTOX,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ti1 Cr1 P2 O11 F1,2.0,-1.0,294.48068959602125
GETZUC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Cs10 K12 Mn6 P4 H24 W36 C4 N12 O174,3.0,6.0,4430.5128261855025
GIHWEC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na8 Zr4 Sb2 P6 H16 W28 C4 N2 O142,2.0,-8.0,4685.356446486632
GOMRAC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al19 Zn5 P24 O96,3.0,-8.0,2736.3759778124045
GOMREG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mn6 Al18 P24 O96,3.0,-8.0,2802.4787434013274
GOWYAU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na16 W72 C16 Se8 N16 O312,1.0,-16.0,7989.902755765778
GUCKOG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn2 Co2 P8 H8 O32,1.0,-4.0,1157.8687823766118
GUCKUM,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn4 Co4 P12 H8 O48,2.0,-8.0,1662.2796265574368
GUHNON,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K24 Fe6 Si4 H6 W40 C4 O198,3.0,-4.0,4939.704147336904
GUVTUN,"sdes failed, check manually",,,,
HAYDUJ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K8 Na16 H64 W288 C16 N8 O1016,1.0,-64.0,30889.59132572001
HIXWES,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K32 V48 B72 C64 N48 O320,3.0,8.0,7498.5361205543495
HOZLUF,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K2 Na2 Zr4 W38 Se6 O146,1.0,-8.0,4392.455287718339
HOZMAM,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K1 Na2 W36 Se4 O130,1.0,-13.0,4307.916630392589
HOZMEQ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na12 W72 Se8 O256,1.0,-20.0,8128.0628517172045
HOZMIU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K6 Na10 Ce4 H6 W70 Se8 C4 O274,3.0,-18.0,8611.179380999802
HULFUS,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K4 Na4 Mn16 Si4 H30 W52 C24 O192,1.0,-10.0,6124.594502346185
IGUTEK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al16 Si5 P15 O72,3.0,-16.0,2412.743766967019
IHAJEH,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mn6 Zn14 P24 H16 O80,3.0,-16.0,3846.5002000639843
IHAJIL,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn6 Fe6 P16 H16 O48,3.0,-8.0,2134.8008720858406
INAHEL,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K1 In1 I6 O18,2.0,-2.0,550.1192681526868
IPAMOY,"sdes failed, check manually",,,,
IPIMEA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na8 La24 S48 O216,3.0,8.0,5200.088499900001
IPOXUH,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn6 Co2 P8 H8 O32,2.0,-4.0,935.2872895380137
ITEWOU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K27 Na42 Dy18 Fe18 Si18 W180 O792,3.0,-57.0,24715.558380803832
ITEWUA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K52 Na76 Tb24 Fe24 Si24 H96 W240 C24 N24 O1132,3.0,0.0,28389.869222811387
IWAXUZ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na48 Mg96 C192 O672,3.0,48.0,24196.248228264907
IWAYAG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K12 Ca12 C24 O84,3.0,12.0,3253.173469653718
IWAYEK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Mn12 C24 O84,3.0,6.0,3090.5715762575282
IWAYIO,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na48 Fe96 C192 O672,3.0,48.0,24437.221045437873
IWAYOU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na48 Co96 C192 O672,3.0,48.0,24151.8539080682
IWAYUA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na48 Ni96 C192 O672,3.0,48.0,23833.170766952004
IWAZEL,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na48 Zn96 C192 O672,3.0,48.0,24322.453417120258
IWAZIP,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Cd12 C24 O84,3.0,-15.0,3208.590015432157
IXAMAW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al1 Fe7 P8 O32 F2,3.0,0.0,1019.9543670559999
IXAMEA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al1 Fe7 P8 O34,3.0,0.0,1022.4264253248042
IXAMIE,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al1 Fe7 P8 O34,3.0,0.0,1015.0289101116
JAJYOJ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K2 V10 H8 O32,3.0,-4.0,790.3540588314465
JEXVUG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al32 P32 C32 N8 O136,3.0,-8.0,3786.9538024508374
JIYBAX,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Cu2 Ge2 Mo18 O80,1.0,-6.0,2430.280718102911
JIYRAN,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na81 Ti42 Sb24 W216 O846,2.0,81.0,32428.559962367235
JOCPEZ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Ni8 P4 W36 C12 N8 O142,2.0,2.0,4766.251727686064
JOTFUW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K4 Na16 Mn32 Si16 W164 O696,1.0,20.0,22879.583251098127
JUQCIJ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Ni3 Bi2 H40 W19 O90,1.0,4.0,2437.7112024908242
KAWFAS,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Sr10 Cu4 Mo72 P24 H52 O318,2.0,-20.0,10038.28158831089
KAWFEW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Sr10 Ni4 Mo72 P24 H68 O326,2.0,-20.0,10050.232833119715
KITDID,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K4 Na4 La10 Ge4 H2 W40 O174,2.0,-4.0,5091.815908192657
KITDOJ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K4 Na4 Ce10 Ge4 H2 W40 O174,2.0,-4.0,5077.060040426856
KIZSOD,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Co2 Bi2 W20 O90,1.0,-2.0,2456.9948301463673
KOKLUS,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Cu2 P4 H72 W34 C24 N8 O124,1.0,-4.0,4243.641341456014
KUQMAM,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K4 V24 B36 O130,2.0,-18.0,3573.3762427206225
KUQMEQ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K28 V48 B72 H136 C24 N24 O324,3.0,0.0,7152.706149142598
LEBMAJ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Yb1 Y1 H8 C8 O16,3.0,-2.0,546.0599660672428
LEBZIE,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Yb1 Er1 H8 C8 O16,3.0,-2.0,536.8277296855535
LILRIK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K4 Mo32 O104,1.0,-12.0,4258.455673235567
LIQDUN,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Zn4 Sb2 H12 W22 O84,1.0,-3.0,3303.678829847484
LIQRUB,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na8 Ca8 Fe8 Mo48 P32 H92 C16 O288,1.0,-16.0,8986.421173629207
LOBBUA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K8 Si8 Ru16 W80 Cl16 O316,1.0,-32.0,11404.65025720086
MAVBIW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Am4 H96 C36 N48 O84,2.0,-8.0,2318.7459313348863
MAZYER,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K8 Cd8 C32 O64,3.0,-8.0,2236.0088547364808
MECVOG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ga18 P24 O96,3.0,0.0,4801.235082576101
MIHJUK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na10 Si8 Ni20 H12 W72 C8 O320,1.0,-30.0,8701.531695989119
MORZID,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al10 Co2 P12 O48,3.0,-4.0,1326.3294903300002
MOTMOY,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na2 Ni8 Ge4 W36 O142,1.0,2.0,4974.312008054144
NABLEJ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Si10 Ge30 O128,3.0,-6.0,2195.434734600624
NABNEL,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn2 Co2 P4 O16,2.0,-2.0,541.1138412336214
NAVCAP,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Si14 Ge98 O232 F32,3.0,-42.0,13060.763038466
NECTUN,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Si72 C32 N8 O144,3.0,0.0,4102.67293438104
NEDJEN,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na48 Co12 W84 C4 Se8 N4 Cl12 O388,3.0,32.0,12465.977345480966
NIRKAB,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al17 Si2 P17 O72,3.0,0.0,2478.773113189562
NOBVOS,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Cs8 U16 P24 H64 C16 N8 O112,3.0,-8.0,3679.405204258138
OBIGUC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mn1 Co2 P4 H4 O12,2.0,-2.0,353.8196836019711
ODIJOC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mg4 Al12 P16 C12 N4 O72,3.0,-4.0,1725.406244213164
OFEZEF,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mn6 Al12 P24 O96,3.0,-27.0,4737.399659875002
OHISUU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na20 Ni32 Mo32 P60 O332,3.0,20.0,8005.545174996058
OKECIQ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al15 Zn3 P24 O96,3.0,-22.0,4736.722719260888
ONALEV,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mn5 Zn7 P12 H4 O48,3.0,-4.0,1383.480067478986
PAXXES,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K12 Na20 V48 B72 O280,3.0,-8.0,6665.786230271062
PEBYEA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K16 V40 P28 O188,3.0,-4.0,4495.7679795
PENMIG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 V24 B36 H12 O156,1.0,10.0,4209.74033726089
PESSAK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Fe1 Ni3 H12 C12 O24,3.0,-6.0,805.557207604595
PESTAL,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mg2 Fe2 H12 C12 O24,3.0,-1.0,813.10203724976
PIFPOK,"sdes failed, check manually",,,,
PITQOZ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K8 Zr2 P4 W44 C4 N2 O172,2.0,-10.0,5042.021827902865
POHCEU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Mo32 O104,1.0,-12.0,4321.542807175676
PUVDEP,"sdes failed, check manually",,,,
QAQBES,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ag12 Mo36 As4 H94 C72 N48 O136,3.0,0.0,4890.487567711328
QATNOO,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",V2 Ga2 P12 O44,1.0,-8.0,1156.1377403295737
QAXPAG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al4 P2 O18,2.0,0.0,465.64696718207017
QESNEK,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Tb5 Eu3 H16 C32 O72,3.0,-7.0,2532.0872046157
QOLVET,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al10 Zn2 P12 O48,3.0,-2.0,1325.0405647440004
QORBUV,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na18 Co8 As4 W36 O186,3.0,-4.0,5136.413816157977
QUPCOW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na16 Cd8 Mo48 P32 H32 O276,3.0,-16.0,8337.102729349648
REBRIA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al17 Co1 P24 O96,3.0,-10.0,4718.554086269583
REBROG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mg1 Al17 P24 O96,3.0,-11.0,4726.745334452224
REBRUM,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mg1 Ga17 P24 O96,3.0,-12.0,4767.588853196616
REBSAT,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mn1 Al17 P24 O96,3.0,-10.0,4732.070498133105
REBSIB,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn1 Ga17 P24 O96,3.0,-15.0,4773.454927734377
REZLIS,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na4 Ni2 Mo12 H12 O48,3.0,-4.0,1544.6738405941303
ROHSIR,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Co8 Si4 Mo40 C8 O176,1.0,0.0,6088.665844443
RONMUF,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na24 Dy8 Sb20 W72 O324,3.0,-4.0,10122.751643602282
RONNAM,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na24 Er8 Sb20 W72 O320,3.0,-4.0,10022.852040890019
RONNEQ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na24 Y8 Sb20 W72 O328,3.0,-4.0,10091.324456981874
RONNIU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na24 Ho8 Sb20 W72 O320,3.0,-4.0,10056.995460674476
