identifier,comment,SDES_CompositionFormula,SDES_Dimension,SDES_FormalCharge,SDES_LatticeVolume
GUBJOD,"compcheck false, but compelementcheck ok, verify needed",Mn6 Mo42 P4 O172,1.0,0.0,5181.489093988865
GUJLIH,"compcheck false, but compelementcheck ok, verify needed",Si8 Sb24 Mo96 O320,2.0,-8.0,8358.947487714371
GUXRAS,"compcheck false, but compelementcheck ok, verify needed",Ge56 O112 F24,2.0,-14.0,4780.516198938116
HAFJAA,"compcheck false, but compelementcheck ok, verify needed",Cr4 O20,0.0,0.0,1059.742318238079
HAFJOO,"compcheck false, but compelementcheck ok, verify needed",Cr4 O20,0.0,0.0,982.8262264788154
HAHNUA,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",K4 Mo72 P24 O292,0.0,-40.0,9939.608327579766
HATSAY,"compcheck false, but compelementcheck ok, verify needed",Al18 Co6 P24 O96,3.0,-8.0,2646.890474424138
HATSEC,"compcheck false, but compelementcheck ok, verify needed",Al18 Zn6 P24 O96,3.0,-8.0,2644.9326582000003
HEMVIF,"compcheck false, but compelementcheck ok, verify needed",Co8 P8 H8 O40 F2,3.0,0.0,994.6934929885052
HIQXOW,"compcheck false, but compelementcheck ok, verify needed",V2 Re2 W8 O38,0.0,0.0,1724.623427912
HITTIO,"compcheck false, but compelementcheck ok, verify needed",Ce12 Mn8 H108 C70 N12 O120,1.0,0.0,5213.297507409044
HITXOY,"compcheck false, but compelementcheck ok, verify needed",Al5 Ge5 O20,3.0,-4.0,722.940300060572
HOLCOC,"compcheck false, but compelementcheck ok, verify needed",Re24 P6 W48 O240,0.0,0.0,5961.92370007273
HOZHEL,"compcheck false, but compelementcheck ok, verify needed",P1 W12 O44,0.0,0.0,1334.447671421053
HUPROA,"compcheck false, but compelementcheck ok, verify needed",P1 W12 O44,0.0,0.0,1762.051866494012
IBEXAP,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",V56 As32 S4 O184,0.0,-24.0,6466.844705056879
ICOTUR,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",V28 Sb16 H24 C8 N4 O84,0.0,-4.0,3087.63337477886
IFAMIM,"compcheck false, but compelementcheck ok, verify needed",Co3 W36 O204,0.0,0.0,9493.536418253201
IFAMOS,"compcheck false, but compelementcheck ok, verify needed",Zn3 W36 O204,0.0,0.0,9468.622774303785
IFEROB,"compcheck false, but compelementcheck ok, verify needed",Mo72 O252,2.0,0.0,7455.296487256252
IFERUH,"compcheck false, but compelementcheck ok, verify needed",Mo36 O126,1.0,0.0,3539.588069469888
IGOMUM,"compcheck false, but compelementcheck ok, verify needed",Al6 P8 O41,2.0,0.0,1468.3273548826692
IRIPOO,"compcheck false, but compelementcheck ok, verify needed",Nb5 V11 P24 H16 O112,3.0,-16.0,2614.26499696385
ITANOG,"compcheck false, but compelementcheck ok, verify needed",Cu1 C4 O8,0.0,-2.0,370.572762776289
ITEPAA,"compcheck false, but compelementcheck ok, verify needed",Na13 Bi2 W21 O106,3.0,12.0,2541.290522846363
ITEPEE,"compcheck false, but compelementcheck ok, verify needed",Na13 Sb2 W21 O108,2.0,12.0,2570.5682229290605
IWOTIZ,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na4 Mo12 H48 Se2 C12 O70,0.0,-6.0,2199.0505579541687
JIKLUN,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Eu16 Te16 W312 O1128,0.0,-112.0,38212.91095473101
JOCTOL,"compcheck false, but compelementcheck ok, verify needed",Co4 Mo48 O176,0.0,0.0,6040.031532752001
JOTHOP,"compcheck false, but compelementcheck ok, verify needed",Sn8 P6 O26,3.0,-2.0,844.1885565993823
JOVWOI,"compcheck false, but compelementcheck ok, verify needed",Al7 Fe7 P16 O66,3.0,-8.0,1589.366428668881
JUVTOJ,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Cu4 C16 N4 O48,0.0,-12.0,1636.7157818062128
KABXOD,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Fe2 Sb2 W20 O76,0.0,-6.0,2568.4317940667406
KAYJIE,"compcheck false, but compelementcheck ok, verify needed",Ge960 O2256,3.0,-384.0,135282.213020375
KESWEL,"compcheck false, but compelementcheck ok, verify needed",Ge61 O150,3.0,0.0,5376.357942433735
KETFEW,"compcheck false, but compelementcheck ok, verify needed",Mo24 P2 O88,0.0,0.0,2342.15741122122
KILYUZ,"compcheck false, but compelementcheck ok, verify needed",Mo4 P8 O32,3.0,0.0,656.8221164271085
KODNID,"compcheck false, but compelementcheck ok, verify needed",Ba52 Sb144 Cl136 O216,2.0,-32.0,18657.94576829872
KOGPAX,"compcheck false, but compelementcheck ok, verify needed",V12 Mo40 O160,0.0,0.0,5678.8647920425865
KUGWEQ,"compcheck false, but compelementcheck ok, verify needed",Mg1 Fe3 H12 C12 O24,3.0,-6.0,810.8495926925535
KULTUJ,"compcheck false, but compelementcheck ok, verify needed",Ge100 O212,3.0,0.0,8826.631039195634
KUTBAE,"compcheck false, but compelementcheck ok, verify needed",Co8 P16 O56 F2,3.0,0.0,1643.998456903219
LAHQEQ,"compcheck false, but compelementcheck ok, verify needed",Al8 P8 O34 F4,3.0,-2.0,894.8239627121052
LAHQIU,"compcheck false, but compelementcheck ok, verify needed",Ga8 P8 O34 F4,3.0,-2.0,932.7534355983005
LEBLUC,"compcheck false, but compelementcheck ok, verify needed",Eu1 Y1 H8 C8 O16,3.0,-2.0,547.3186679978496
LETREJ,"compcheck false, but compelementcheck ok, verify needed",Zn152 Ga32 P208 H160 O720 F16,3.0,-80.0,71244.360375815
LIDDUY,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",V72 P4 O200,0.0,-36.0,6014.868620092116
LIFHOX,"compcheck false, but compelementcheck ok, verify needed",Bi2 C18 O20 F36,0.0,-4.0,1637.0164983343184
LIFJAM,"compcheck false, but compelementcheck ok, verify needed",Co2 P4 W46 O156,1.0,-20.0,5506.344327941835
LIHKAQ,"compcheck false, but compelementcheck ok, verify needed",In8 P16 H20 C8 O72,3.0,0.0,1828.8834417360003
LIQDIB,"compcheck false, but compelementcheck ok, verify needed",K4 Mn4 Sb2 H12 W20 O76,0.0,0.0,3477.5518624044644
LIQROV,"compcheck false, but compelementcheck ok, verify needed",Sr2 Fe2 Mo12 P8 H2 O72,1.0,-4.0,2254.075335905918
LIVKUW,"compcheck false, but compelementcheck ok, verify needed",Co8 P8 O34,3.0,-10.0,994.00699522656
LIZZEB,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Zn2 Mo10 P4 H8 C12 N8 O52,0.0,0.0,2405.481420206245
LOJPOR,"compcheck false, but compelementcheck ok, verify needed",Mo12 P1 O44,0.0,0.0,1331.0476166091828
LULLAF,"compcheck false, but compelementcheck ok, verify needed",Fe5 H4 S2 O10 F12,2.0,-4.0,613.1973801996805
MACHUU,"compcheck false, but compelementcheck ok, verify needed",Si2 Pt6 W18 O80,0.0,0.0,3341.565004784
MAKLIV,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",V72 P4 O200,0.0,-28.0,5953.615172600495
MEBLEL,"compcheck false, but compelementcheck ok, verify needed",Cr8 O40,0.0,0.0,1363.942012356
MECVIA,"compcheck false, but compelementcheck ok, verify needed",Ga7 Co11 P24 O96,3.0,-15.0,4810.291059053944
MECVUM,"compcheck false, but compelementcheck ok, verify needed",Mn11 Ga7 P24 O96,3.0,-10.0,4864.607760384002
MEJVEC,"compcheck false, but compelementcheck ok, verify needed",Cu8 B16 P24 O104,3.0,0.0,2379.665541526772
MEXDEY,"compcheck false, but compelementcheck ok, verify needed",Zn24 P16 O72,3.0,-8.0,1937.0196806808285
MOJZEQ,"compcheck false, but compelementcheck ok, verify needed",V3 Ga5 P16 H14 O68,2.0,-16.0,1861.8977304920504
MUFWAM,"compcheck false, but compelementcheck ok, verify needed",Mo48 P4 O176,0.0,0.0,5158.7131715042
NATNAX,"compcheck false, but compelementcheck ok, verify needed",P2 W24 O88,0.0,0.0,2645.388321342601
NAVDUK,"compcheck false, but compelementcheck ok, verify needed",V16 P16 H8 O88,2.0,-24.0,2920.4416917128983
NEDJIR,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Mn12 W84 Se8 Cl12 O288,0.0,0.0,12408.692622925997
NIRDAT,"compcheck false, but compelementcheck ok, verify needed",Ga12 P8 O48 F4,3.0,0.0,1394.7176479720001
NITDEC,"compcheck false, but compelementcheck ok, verify needed",P4 W48 O176,0.0,0.0,5344.974529785824
NITGED,"compcheck false, but compelementcheck ok, verify needed",Fe32 P16 W72 O328,0.0,-44.0,9395.400269594335
NITGIH,"compcheck false, but compelementcheck ok, verify needed",K8 Fe16 P8 W80 O344,1.0,0.0,8892.993204949533
NUFFAY,"compcheck false, but compelementcheck ok, verify needed",Mg16 P8 W56 O248,0.0,0.0,8550.949795522396
NUNTOH,"compcheck false, but compelementcheck ok, verify needed",Co8 P12 O40 F10,3.0,0.0,1642.52524420405
NUSGEO,"compcheck false, but compelementcheck ok, verify needed",V1 W12 O44,0.0,0.0,1547.3089259398873
NUSGIS,"compcheck false, but compelementcheck ok, verify needed",V2 W24 O88,0.0,0.0,2354.670133715363
NUSGUE,"compcheck false, but compelementcheck ok, verify needed",B3 W36 O124,0.0,-10.0,4058.347683775682
NUVLEW,"compcheck false, but compelementcheck ok, verify needed",Mn28 P12 H54 W90 C36 O414,0.0,-28.0,15148.381847904742
OFEZIJ,"compcheck false, but compelementcheck ok, verify needed",Al5 Co13 P24 O96,3.0,-25.0,4688.656505862849
OGUXOF,"compcheck false, but compelementcheck ok, verify needed",V52 W16 O176,0.0,-24.0,7609.264715969661
OPEGIA,"compcheck false, but compelementcheck ok, verify needed",In12 P32 H48 O88,3.0,0.0,2534.368882288181
PADKIP,"compcheck false, but compelementcheck ok, verify needed",Mn8 H24 C24 O48,3.0,0.0,1873.6718971874939
PEVGOO,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",P1 W12 O44,0.0,0.0,1441.5752703842415
PIPFUR,"compcheck false, but compelementcheck ok, verify needed",V16 W10 O80,0.0,0.0,2165.0119806076673
POLBEX,"compcheck false, but compelementcheck ok, verify needed",Ga32 P32 O136 F14,3.0,-14.0,4650.095506452
POTYUT,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Mo8 C12 N4 O26,0.0,0.0,745.5974211302724
POTZAA,"compcheck false, but compelementcheck ok, verify needed",Mo6 O16,1.0,0.0,998.89181813229
PUFPOY,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Re12 N4 O60,0.0,-12.0,5173.1914622190525
PUPJIU,"compcheck false, but compelementcheck ok, verify needed",P2 W24 O112,0.0,0.0,2342.614323936235
QAWPAF,"compcheck false, but compelementcheck ok, verify needed",V180 O440,0.0,-56.0,19638.30705408
QAXROW,"compcheck false, but compelementcheck ok, verify needed",Zr12 P20 O68 F8,3.0,0.0,1907.3216378880004
QEDCOU,"compcheck false, but compelementcheck ok, verify needed",As2 W24 O88,0.0,0.0,3136.7254468901256
QEVDON,"compcheck false, but compelementcheck ok, verify needed",V28 Mo20 P4 O176,0.0,0.0,4417.060028475352
QIXZOO,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",W12 O38,0.0,0.0,1705.5360000000003
QOPDAA,"compcheck false, but compelementcheck ok, verify needed",Zn16 Ga8 P40 O112,3.0,0.0,3724.4433790045914
QUFGED,"compcheck false, but compelementcheck ok, verify needed",Mg4 Al12 P16 O72,3.0,-4.0,2005.7910463517765
QUFGIH,"compcheck false, but compelementcheck ok, verify needed",Mg3 Al13 P16 O64,3.0,-4.0,1998.1621461203642
QUJFUZ,"compcheck false, but compelementcheck ok, verify needed",Ho16 W56 Se12 O236,0.0,0.0,8980.61185205329
QUJGAG,"compcheck false, but compelementcheck ok, verify needed",Er12 W56 Se12 O244,0.0,0.0,8771.67010908995
QUJGEK,"compcheck false, but compelementcheck ok, verify needed",Tm12 W56 Se12 O236,0.0,0.0,9033.482597301087
QUJGIO,"compcheck false, but compelementcheck ok, verify needed",Tb12 W56 Se12 O244,0.0,0.0,9014.71542183183
QUTSII,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na8 Mn12 As8 W72 O292,0.0,-28.0,10213.681178213426
RABNUD,"compcheck false, but compelementcheck ok, verify needed",In16 P28 H48 O124,3.0,0.0,3191.382515538123
RATPEJ,"compcheck false, but compelementcheck ok, verify needed",Sb2 Mo12 P1 O44,0.0,0.0,1111.4495072446377
RATPIN,"compcheck false, but compelementcheck ok, verify needed",Sb4 Mo24 P2 O88,0.0,0.0,2154.9177615215344
RAYZIA,"compcheck false, but compelementcheck ok, verify needed",V10 P8 O56 F4,3.0,0.0,1221.1009817383908
REBRAR,"compcheck false, but compelementcheck ok, verify needed",P2 W24 O88,0.0,0.0,2646.601425054321
REJFEU,"compcheck false, but compelementcheck ok, verify needed",V32 P32 H36 O176,3.0,0.0,4766.541433693896
REZGEJ,"compcheck false, but compelementcheck ok, verify needed",Si4 Mo48 O228,0.0,0.0,4887.914054000001
REZLAL,"compcheck false, but compelementcheck ok, verify needed",Mo12 P1 O44,0.0,0.0,1320.5464463878852
ROHSEN,"compcheck false, but compelementcheck ok, verify needed",Co4 Mo44 P4 C4 O224,1.0,0.0,6073.41986727
ROJKEH,"compcheck false, but compelementcheck ok, verify needed",Mo24 P2 O88,0.0,0.0,2342.3030913116827
RONSOC,"compcheck false, but compelementcheck ok, verify needed",Fe32 P40 O184,3.0,-32.0,6865.42392799867
RUHJUB,"compcheck false, but compelementcheck ok, verify needed",Na4 Pr4 As8 W76 O292,0.0,0.0,8793.626569782815
RUHKAI,"compcheck false, but compelementcheck ok, verify needed",Na4 La4 As8 W76 O292,0.0,0.0,8798.7783538633
RUHKEM,"compcheck false, but compelementcheck ok, verify needed",Na4 Ce4 As8 W76 O292,0.0,0.0,8761.73040179946
RUWNED,"compcheck false, but compelementcheck ok, verify needed",V8 P8 O48,2.0,-8.0,2185.773119876666
RUWNIH,"compcheck false, but compelementcheck ok, verify needed",V8 P8 O48,2.0,-8.0,2303.3300420258083
SAMDAM,"compcheck false, but compelementcheck ok, verify needed",Na8 V48 B64 O248,1.0,-30.0,6186.978082048094
SAVPEL,"compcheck false, but compelementcheck ok, verify needed",Na2 Mn9 V10 B34 C2 O106,2.0,-14.0,2596.796029272442
SENMUW,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na6 Er4 As6 W42 O180,0.0,-10.0,6069.410050135765
SENNAD,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na6 Yb4 As6 W42 O180,0.0,-10.0,6027.715638382429
SIDTIJ,"compcheck false, but compelementcheck ok, verify needed",Fe6 As8 H8 O34,3.0,0.0,777.4029042654216
SIZZIN,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na16 Sb8 Mo24 W88 O340,0.0,0.0,10229.087480297709
SOCWOY,"compcheck false, but compelementcheck ok, verify needed",Fe10 Co6 P16 H32 O68 F16,3.0,-8.0,1960.2133873063517
SOSYUW,"compcheck false, but compelementcheck ok, verify needed",Mn2 Mo46 P4 O156,1.0,-20.0,5429.584811839861
SOYCIV,"compcheck false, but compelementcheck ok, verify needed",Nb12 P8 W120 O248,0.0,0.0,7262.717509701908
SUDGOQ,"compcheck false, but compelementcheck ok, verify needed",V20 Co3 H35 O74,0.0,-6.0,2493.4353327210083
SUDGUW,"compcheck false, but compelementcheck ok, verify needed",V40 Zn2 H24 O124,0.0,-20.0,5209.618780726363
TATQEL,"compcheck false, but compelementcheck ok, verify needed",V24 P16 O112,2.0,0.0,4134.953985798556
TAVQEN,"compcheck false, but compelementcheck ok, verify needed",Al8 P8 O32 F4,3.0,-4.0,950.3191689234201
TETTUJ,"compcheck false, but compelementcheck ok, verify needed",V12 Mo16 P2 O120,1.0,0.0,2506.1042664102915
TIFYAK,"compcheck false, but compelementcheck ok, verify needed",Mo192 P16 O704,0.0,0.0,17186.09566825605
TIMFAX,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Mo558 S90 O1692,0.0,-180.0,69434.71328693522
TIMFEB,"compcheck false, but compelementcheck ok, verify needed",Ca60 Mo558 S90 O1890,0.0,0.0,69138.31050360108
TOHSUG,"compcheck false, but compelementcheck ok, verify needed",Co1 Mo12 O68,0.0,0.0,1281.9794569217038
UCOSEM,"compcheck false, but compelementcheck ok, verify needed",Mo36 P3 O132,0.0,0.0,4752.793906346563
UCOSIQ,"compcheck false, but compelementcheck ok, verify needed",Si6 Mo72 O264,0.0,0.0,14557.255979176778
UDIDAN,"compcheck false, but compelementcheck ok, verify needed",Zr2 P12 W96 O356,0.0,-28.0,7122.2592913975595
UGOZAT,"compcheck false, but compelementcheck ok, verify needed",Cu6 H56 Se8 O60,0.0,-4.0,1525.7819351136473
UGUFEH,"compcheck false, but compelementcheck ok, verify needed",Cr12 O30,0.0,0.0,2124.7551122161026
UJIREL,"compcheck false, but compelementcheck ok, verify needed",Mn8 B4 W48 O196,1.0,0.0,5835.113917052787
UPETIT,"compcheck false, but compelementcheck ok, verify needed",K2 Zr2 H12 C16 O38,1.0,-6.0,1716.6733032011036
UQUXIP,"compcheck false, but compelementcheck ok, verify needed",Cr4 O28,0.0,0.0,3132.928894406411
UXINEV,"compcheck false, but compelementcheck ok, verify needed",Zn32 P36 H16 O152,3.0,0.0,4549.953074999851
VAVHEI,"compcheck false, but compelementcheck ok, verify needed",Lu20 H24 C112 O136 F200,0.0,-20.0,9892.042423623618
VEHQOQ,"compcheck false, but compelementcheck ok, verify needed",Sr4 Mo36 P12 H16 O154,1.0,0.0,4478.603226560262
VEQFAB,"compcheck false, but compelementcheck ok, verify needed",Ge116 H40 O260,3.0,-16.0,4372.367310850393
VERMUA,"compcheck false, but compelementcheck ok, verify needed",Na4 Li8 P16 H8 O60,2.0,0.0,1572.95941161
VEXBEG,"compcheck false, but compelementcheck ok, verify needed",Ge2 Mo24 O108,0.0,0.0,2609.5160175040382
VEZQAT,"compcheck false, but compelementcheck ok, verify needed",Al60 Co52 P112 O448,3.0,0.0,13977.83044740992
VIDHAU,"compcheck false, but compelementcheck ok, verify needed",U24 Mo48 O192,3.0,0.0,5890.785038088406
VOPLUJ,"compcheck false, but compelementcheck ok, verify needed",Na2 V10 H24 O40,0.0,-2.0,1218.6558128963318
VOYCIV,"compcheck false, but compelementcheck ok, verify needed",Si4 Mo48 O160,0.0,0.0,4267.425603840001
VOZBIX,"compcheck false, but compelementcheck ok, verify needed",Cu6 P4 W42 O156,1.0,-20.0,5397.030768084551
VUVXER,"compcheck false, but compelementcheck ok, verify needed",Si4 W56 O224,0.0,0.0,4966.1016524554825
VUVXIV,"compcheck false, but compelementcheck ok, verify needed",Si1 Mo12 O74,0.0,0.0,1242.9940877084698
WEVNET,"compcheck false, but compelementcheck ok, verify needed",Al16 Si20 O72,3.0,0.0,1968.2240003781524
WEYFIQ,"compcheck false, but compelementcheck ok, verify needed",Fe12 As6 P6 H8 O48 F20,2.0,-12.0,1927.31279722124
WISCEI,"compcheck false, but compelementcheck ok, verify needed",Si3 Mo36 O204,0.0,0.0,4226.185231063964
WOCKAB,"compcheck false, but compelementcheck ok, verify needed",K4 Zr4 H16 C28 O64,2.0,-8.0,2046.2451358076582
WOFWEV,"compcheck false, but compelementcheck ok, verify needed",U8 Se16 O76,2.0,-12.0,2735.071719934555
WOGDOO,"compcheck false, but compelementcheck ok, verify needed",Fe32 H32 S88 O364,0.0,-56.0,11743.701112440282
WOPVUT,"compcheck false, but compelementcheck ok, verify needed",Mo8 H8 I16 O72,0.0,-8.0,2555.2328290648
WOXROQ,"compcheck false, but compelementcheck ok, verify needed",Ti8 P16 O52 F4,3.0,0.0,1160.8829573627963
WOYHID,"compcheck false, but compelementcheck ok, verify needed",Si30 Ge30 O120,3.0,6.0,3741.229744348776
WOYJID,"compcheck false, but compelementcheck ok, verify needed",Ti6 P14 H12 O54,3.0,0.0,1130.066079166093
WOYPUX,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na4 Ce4 W72 O268,0.0,-16.0,9000.37368576058
WOYXIT,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na8 Ce24 W264 O984,0.0,-112.0,34219.809601941066
WOYXOZ,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na16 Ce16 W176 O688,0.0,-80.0,23070.424261378004
XAXJOX,"compcheck false, but compelementcheck ok, verify needed",V72 P4 O200,0.0,0.0,6036.850004471696
XEVWIF,"compcheck false, but compelementcheck ok, verify needed",V8 Co4 O40,2.0,0.0,1138.9406376769264
XEVWOL,"compcheck false, but compelementcheck ok, verify needed",V8 Ni4 O40,2.0,0.0,1135.812525849478
XISGUB,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Na2 V20 C4 N4 O60,0.0,-6.0,1675.469771118128
XOLXII,"compcheck false, but compelementcheck ok, verify needed",Re1 O6,0.0,0.0,239.332692492503
XUCKAJ,"compcheck false, but compelementcheck ok, verify needed",Nd4 H16 N20 O72,0.0,0.0,1999.7556416772566
XUWTIS,"compcheck false, but compelementcheck ok, verify needed",Nb8 Ge16 O56 F8,3.0,0.0,2513.2779007744007
YAQCAU,"compcheck false, but compelementcheck ok, verify needed",V24 B12 P24 O146,0.0,-36.0,5335.982621098973
YEJWER,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Cs12 Na8 Te32 W288 O936,0.0,12.0,35044.57007788639
YIQSAV,"compcheck false, but compelementcheck ok, verify needed",Al23 Si3 P22 O96,3.0,0.0,3490.8483010858736
YIQSEZ,"compcheck false, but compelementcheck ok, verify needed",Al23 Si24 P1 O96,3.0,0.0,3507.304646325375
YIQSID,"compcheck false, but compelementcheck ok, verify needed",Al23 Si2 P23 O96,3.0,0.0,3480.227555700008
YIQSOJ,"compcheck false, but compelementcheck ok, verify needed",Al23 Si2 P23 O96,3.0,0.0,3477.472449340528
YIQSUP,"compcheck false, but compelementcheck ok, verify needed",Al23 Si5 P20 O96,3.0,0.0,3483.328789329473
YIQTAW,"compcheck false, but compelementcheck ok, verify needed",Al23 Si2 P23 O96,3.0,0.0,3481.9502359224325
YIQTEA,"compcheck false, but compelementcheck ok, verify needed",Al23 Si2 P23 O96,3.0,0.0,3474.099426124664
YIQTIE,"compcheck false, but compelementcheck ok, verify needed",Al23 Si2 P23 O96,3.0,0.0,3491.0554129999996
YIQTOK,"compcheck false, but compelementcheck ok, verify needed",Al23 Si2 P23 O96,3.0,0.0,3480.365349203625
YIQTUQ,"compcheck false, but compelementcheck ok, verify needed",Al23 Si2 P23 O96,3.0,0.0,3486.2249357470014
YIVTUU,"compcheck false, but compelementcheck ok, verify needed",Cu1 P2 W23 O87,1.0,0.0,2654.8437992173976
YIVVAC,"compcheck false, but compelementcheck ok, verify needed",Co4 P4 W44 O156,1.0,0.0,5974.056000087502
YIYSAD,"compcheck false, but compelementcheck ok, verify needed",Si16 Ge24 H2 O100,2.0,-2.0,1716.3772768563927
YUFWED,"compcheck false, but compelementcheck ok, verify needed",Fe3 Ni1 H12 C12 O24,3.0,-1.0,792.1700241245412
YUMZIQ,"compcheck false, but compelementcheck ok, verify needed",Co2 Si2 W22 O86,1.0,0.0,3170.2167473229074
ZALBET,"compcheck false, but compelementcheck ok, verify needed",V16 P16 O84,2.0,0.0,2022.5039920264496
ZAQZOG,"compcheck false, but compelementcheck ok, verify needed",V28 P32 H24 O168,3.0,-32.0,4784.822501887479
ZICKIH,"compcheck false, compelementcheck faild, but dimension is zero, verify needed",Co1 W22 O78,0.0,-14.0,2851.832388459666
ZICKON,"compcheck false, but compelementcheck ok, verify needed",Co8 W136 O312,1.0,-48.0,12080.622066149592
ZODMUD,"compcheck false, but compelementcheck ok, verify needed",Dy12 W56 Se12 O244,0.0,0.0,9009.979891324472
ZODQOB,"compcheck false, but compelementcheck ok, verify needed",Gd12 W56 Se12 O236,0.0,0.0,9079.328868303655
ZOHFUA,"compcheck false, but compelementcheck ok, verify needed",Mo24 P2 O88,0.0,0.0,2042.7341306840058
ZOQFIW,"compcheck false, but compelementcheck ok, verify needed",Cu32 P48 Cl4 O164 F32,2.0,-8.0,4708.976004930961
ZUWWAP,"compcheck false, but compelementcheck ok, verify needed",V16 P16 O88,3.0,0.0,1960.1290630476906
ABIXUG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K20 Pr8 P32 W272 O1026,1.0,16.0,33364.879768197374
AGEWUH,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Mn4 P4 H20 C8 O24,3.0,-6.0,968.06705021424
AGUBUA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn10 Co2 P24 H8 O48,3.0,-12.0,2087.096619348
AHUSAZ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ca4 Fe8 Mo72 P24 H24 O304,2.0,-8.0,8580.541993570563
BAXMIW,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ga12 Ge84 O192,3.0,0.0,6368.247683598019
BAXMUI,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ga1 Ge23 O48,3.0,0.0,1510.93480307
BEFKUU,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al17 Co1 P18 O72,3.0,0.0,2507.1132363542506
BEFLAB,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al7 Co1 P8 O32,3.0,-12.0,926.0030519079727
BEFMAC,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al10 Co6 P16 O64,3.0,-16.0,2135.7844261226332
BEFMEG,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al9 Co3 P12 O48,3.0,-14.0,1415.2674452087733
BEFMIK,"sdes failed, check manually",,,,
BEFNIL,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al7 Co1 P8 O34,3.0,-2.0,1012.1170124800001
BEFNOR,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al9 Co7 P16 O68,3.0,0.0,1962.85061808
BEFPAF,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Al19 Co5 P24 O96,3.0,-8.0,3310.713709266641
BEZVIO,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na12 Te8 P8 W156 O468,2.0,-52.0,16384.80303018791
BEZVUA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na48 P8 W128 Se8 O544,1.0,-32.0,17249.837458597245
BEZWAH,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na152 As32 P32 W512 O2216,3.0,-136.0,66627.75953321123
BOFBII,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na2 Bi4 H8 C16 O36,3.0,-2.0,1265.3845200177796
BUZTIB,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Nd8 W56 O242,2.0,-6.0,8114.291378405658
BUZTUN,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na6 Pr8 W56 O238,2.0,-6.0,8122.948280762948
CAPCAA,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K6 Na4 Nb54 Fe8 O176,2.0,-8.0,5904.340653331034
CASWIE,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Zn6 Cr2 P18 O36,3.0,0.0,2086.9128949037827
CAVTUR,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Ag31 P10 H224 W60 C176 N64 O230,3.0,3.0,9715.91642770749
CEXPED,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",Na3 V16 Mo20 P2 H6 C2 O114,1.0,-11.0,3557.221059024054
CIDTAM,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K22 Co4 W86 Se6 N2 O336,3.0,0.0,10657.299370580431
CIDTEQ,"compcheck false, compelementcheck faild, but dimension is nonzero, check manually",K29 W58 Se4 C2 O230,3.0,1.0,6084.602388023262
